959,330
331,2576
1285,331
332,2814
3517,332
333,1286
5402,333
334,6310
335,4157
592,335
336,3640
5852,336
337,717
338,985
3542,338
339,5307
4647,339
340,6360
859,340
341,4673
5896,341
342,2752
3769,342
343,3449
5329,343
344,6417
4748,344
345,3401
4595,345
346,935
621,346
347,6807
7182,347
348,6480
4642,348
349,667
7370,349
350,919
4774,350
351,3259
6433,351
352,6772
2333,352
353,1982
6789,353
354,2612
3842,354
6595,355
356,3685
6248,356
358,3711
922,358
359,4112
5464,359
360,2086
696,360
361,3782
3891,361
362,6232
363,2329
987,363
364,3559
7031,364
365,4278
1160,365
366,960
1424,366
367,6249
4244,367
368,5748
4801,368
369,3004
4155,369
370,3254
4267,370
371,1993
2504,371
372,6425
4373,372
373,2396
3839,373
374,4623
4556,374
375,4173
5554,375
376,6073
1891,376
377,1685
4169,377
378,622
1646,378
379,3086
1236,379
380,5556
2518,380
381,1811
3186,381
382,3083
1214,382
383,1169
5600,383
384,610
1079,384
385,7089
5711,385
386,2707
5636,386
387,7318
5872,387
388,2029
1404,388
389,4892
2746,389
390,3934
4242,390
391,2352
392,2591
393,559
7369,393
394,7156
5984,394
395,3196
7341,395
396,4011
5183,396
397,2834
914,397
398,6318
6781,398
399,2744
3579,399
400,3829
7449,400
401,7074
2547,401
402,6084
5116,402
403,3283
5972,403
404,2551
3718,404
405,7332
4327,405
406,430
4941,406
407,1636
7094,407
408,5600
6922,408
410,3375
5268,410
411,3276
4278,411
412,3082
5484,412
413,4525
5241,413
414,5844
3512,414
415,6639
4171,415
416,2295
5349,416
417,3439
1023,417
418,6628
1272,418
419,2886
6258,419
420,4614
421,5500
3903,421
422,6429
6717,422
423,6523
5586,423
424,5660
3575,424
425,2176
2079,425
426,2651
4591,426
427,4653
5235,427
5936,428
429,4889
5459,429
430,1038
431,6444
5574,431
432,2389
1897,432
433,5303
5551,433
434,4858
2087,434
435,1454
1095,435
436,841
894,436
437,6387
3233,437
438,3784
733,438
439,1269
5677,439
440,5080
2235,440
441,1221
7005,441
442,4382
6058,442
443,6858
3411,443
444,3765
4465,444
445,2426
3838,445
446,4629
7076,446
447,3055
6550,447
448,1369
5694,448
449,6300
1326,449
450,6336
5808,450
451,7399
5762,451
452,628
2397,452
453,3756
5653,453
2666,454
455,3636
456,4095
6954,456
457,3827
2190,457
458,4781
3553,458
459,6277
6479,459
460,4183
3387,460
461,1425
3790,461
462,1060
3902,462
463,5116
1052,463
464,6822
6210,464
465,2017
3159,465
466,4346
782,466
467,2732
3909,467
468,6525
3580,468
469,6172
6531,469
470,4822
4413,470
471,4083
4317,471
472,564
2342,472
473,3556
494,473
474,1627
4081,474
475,4926
1762,475
476,6872
3244,476
477,5891
6432,477
478,4902
2332,478
479,4283
4566,479
480,3494
3430,480
481,2397
2905,481
482,7423
4065,482
483,787
6426,483
484,1535
7430,484
485,6325
486,3975
487,3695
488,4707
3837,488
489,4445
3211,489
490,4661
4992,490
491,2787
856,491
492,7289
2014,492
493,2602
3830,493
3061,494
495,7019
1910,495
496,5888
497,4713
811,497
498,2605
1477,498
499,1241
1971,499
500,1795
4330,500
501,6229
6630,501
502,5629
1321,502
503,3704
5752,503
504,6297
4677,504
505,6261
6062,505
506,970
7377,506
507,4676
5213,507
508,533
3753,508
509,1280
1335,509
510,6650
991,510
511,4680
1960,511
512,3626
4604,512
1883,513
514,6994
6005,514
515,5625
7106,515
516,5416
792,516
517,2702
769,517
518,3161
6254,518
519,4540
2068,519
520,5269
4717,520
521,6373
5321,521
522,5699
3606,522
523,5459
4086,523
524,5526
2044,524
525,5091
2742,525
526,1088
2188,526
527,6614
4911,527
528,2683
5206,528
529,6120
1930,529
530,3594
3242,530
531,2476
6592,531
532,2257
2310,532
533,5211
534,3605
6072,534
535,4703
624,535
536,1282
1648,536
537,1342
5720,537
538,2132
3083,538
539,4294
576,539
540,3124
3480,540
541,7350
6032,541
542,3053
6787,542
543,6230
5790,543
544,2940
3037,544
5665,545
546,7308
6857,546
547,4181
7460,547
548,3627
2048,548
549,3518
2558,549
550,7165
600,550
551,592
2951,551
552,1868
2877,552
553,7422
4929,553
554,3184
5232,554
555,3915
1672,555
556,2162
6543,556
557,6032
6924,557
558,3849
4781,558
559,3534
560,3750
1706,560
561,4354
3352,561
562,3344
2409,562
563,5340
2686,563
564,6115
565,2740
3393,565
566,4755
5469,566
567,2320
6932,567
568,7335
5552,568
569,6349
2950,569
570,7470
7448,570
571,5710
-1,571
572,1400
5019,572
573,2423
4833,573
574,6544
4524,574
575,6326
5799,575
7402,576
577,2219
5664,577
578,2438
3735,578
579,5184
7075,579
580,3502
3734,580
581,6522
3452,581
582,4775
5832,582
583,6129
3426,583
584,4192
6244,584
585,3159
1684,585
586,5698
5113,586
587,7016
3629,587
588,5877
5647,588
589,3361
1444,589
4306,590
591,1989
5366,591
593,2209
2938,593
594,3672
1804,594
595,7426
2018,595
596,7130
3491,596
597,1009
6174,597
598,2730
2965,598
599,6359
1292,600
601,1322
5609,601
602,4306
1278,602
603,5688
2586,603
604,2768
4672,604
605,6599
3845,605
606,1247
2892,606
607,6482
1438,607
608,5583
7085,608
609,6002
7231,609
610,7358
611,7323
6951,611
612,3972
7372,612
613,6735
3616,613
614,4007
6360,614
615,1436
3417,615
616,3093
2767,616
617,2992
4260,617
618,1549
5430,618
619,6441
6267,619
1295,621
622,4379
623,1507
4122,623
3130,624
625,6263
1775,625
5351,626
627,7369
5862,627
628,1918
629,4670
820,629
630,925
3427,630
631,2084
4946,631
632,758
2351,632
633,3520
3561,633
4794,634
635,4679
5763,635
636,6524
6456,636
637,5034
2697,637
638,2062
1936,638
639,1071
2330,639
640,3995
641,1254
1111,641
642,4831
643,3398
1504,643
644,6226
3335,644
645,3028
3960,645
646,6103
4203,646
647,4880
4387,647
648,2317
5725,648
649,4317
6497,649
650,3345
4513,650
651,772
3921,651
652,2419
5706,652
653,1287
5290,653
654,4105
5150,654
655,4871
4838,655
656,5659
1853,656
657,2193
5684,657
658,1427
1091,658
659,1614
5597,659
660,6366
7326,660
661,1705
1289,661
662,4492
1283,662
663,5924
5682,663
664,2180
1729,664
665,7389
2669,665
666,6643
4525,666
667,2635
668,6798
5041,668
669,7029
3071,669
670,4085
3262,670
671,5854
2125,671
672,7457
826,672
673,6889
5159,673
674,4394
5405,674
675,884
676,1525
1242,676
677,1077
4707,677
806,678
679,5170
1751,679
680,2538
1222,680
681,5923
7243,681
682,1662
5645,682
683,4386
2136,683
684,3887
2693,684
685,7099
4843,685
686,2186
7336,686
687,6010
734,687
688,5816
7047,688
689,4893
3367,689
690,5538
2102,690
691,5657
2633,691
1067,692
693,3600
6375,693
694,1962
1238,694
695,5578
7351,695
2343,696
697,1374
2829,697
698,1266
5587,698
700,6426
2674,700
701,5236
2027,701
702,4533
6323,702
5563,703
704,2126
2775,704
705,2530
6521,705
706,6406
7296,706
707,6761
2334,707
708,1470
7368,708
709,4606
1786,709
710,5182
1764,710
711,1797
6699,711
712,5872
2075,712
713,6875
2325,713
714,3891
3998,714
715,3330
2387,715
716,4124
5514,716
717,5212
718,4914
6663,718
719,4863
3431,719
720,6704
1680,720
721,4527
4924,721
722,1411
4650,722
723,2291
3385,723
724,3169
5414,724
725,5673
2814,725
727,752
2528,727
728,4449
3583,728
729,4368
5283,729
730,761
4299,730
731,3435
4098,731
732,6706
5460,732
5850,733
4322,734
735,4351
3667,735
736,4710
3510,736
737,852
1149,737
738,7324
4825,738
739,6024
1917,739
740,3456
972,740
741,4687
6071,741
742,2540
743,3118
2119,743
744,2217
2135,744
745,6617
746,5392
7261,746
747,7267
4076,747
748,1591
6774,748
3729,749
750,5432
3917,750
751,4002
5784,751
752,1212
753,4072
1629,753
754,3123
7072,754
755,5559
1332,755
756,4496
2271,756
757,4517
3292,757
758,1941
759,4666
2796,759
760,5384
7340,760
761,5521
1750,762
763,1382
6807,763
764,6049
7035,764
765,7247
6830,765
766,4051
3055,766
767,2232
4211,767
768,3529
5928,768
2202,769
770,7124
7444,770
771,6000
4428,771
772,4782
773,3192
2575,773
774,6962
6583,774
775,4557
7222,775
776,4383
5027,776
778,3185
5528,778
779,4618
2451,779
780,4123
4547,780
781,6126
5048,781
7097,782
783,5765
2067,783
5135,784
785,6164
5801,785
786,4977
787,1634
788,5551
4460,788
789,4798
1537,789
790,2279
4099,790
791,3122
1693,791
1792,792
793,4446
2556,793
794,4302
887,794
795,2504
5226,795
796,2258
1183,796
797,5492
4442,797
798,4695
6925,798
799,7207
5879,799
800,5074
6402,800
801,3091
2592,801
802,3625
940,802
803,3277
3801,803
804,4431
5941,804
805,4596
7199,805
4281,806
807,5810
4360,807
808,6210
1201,808
809,6019
2275,809
810,1126
1362,810
6341,811
812,5484
5017,812
813,2911
4379,813
814,7055
3445,814
815,5738
6015,815
816,4056
1481,816
817,7242
6516,817
818,1556
6685,818
819,2517
3006,819
2439,820
821,5529
4208,821
822,4641
4426,822
823,5042
3016,823
824,1566
5539,824
825,7347
5739,825
2821,826
827,3130
3804,827
828,5163
3858,828
829,5604
6207,829
830,3400
2327,830
831,2302
5617,831
832,2053
5231,832
2793,833
834,5781
5858,834
835,4088
4678,835
836,3896
1643,836
837,3797
937,837
838,1469
3516,838
839,3134
1056,839
840,7023
6417,840
842,7458
6740,842
843,2975
4810,843
844,5807
845,4778
5186,845
2222,846
847,3902
5340,847
848,6660
849,2452
2019,849
4378,850
851,6374
2895,851
852,1048
853,2700
2151,853
854,3088
2278,854
855,5203
2166,855
4982,856
857,2826
6289,857
858,4941
5392,858
2839,859
860,7317
3469,860
861,2402
4471,861
862,5678
4054,862
4657,863
864,3135
865,5456
3817,865
866,2348
5829,866
867,3935
2452,867
868,6722
910,868
869,4921
5654,869
870,6640
6559,870
871,3648
4328,871
872,6824
7390,872
873,6530
3301,873
874,6458
3014,874
875,6759
2710,875
876,5557
6263,876
877,4070
7306,877
878,1771
5881,878
879,3699
1768,879
880,3820
3289,880
881,1890
7163,881
882,6413
1017,882
883,1708
1884,883
884,5905
885,6225
3856,885
886,6461
3950,886
7403,887
888,5842
5871,888
4883,889
890,3360
1211,890
891,7064
5592,891
892,5599
7262,892
893,5442
6333,893
6187,894
896,4966
3641,896
897,6785
4504,897
898,1140
899,1839
4364,899
900,1520
7150,900
901,7084
7042,901
902,3460
3405,902
903,4150
6173,903
904,3180
4563,904
905,2202
1469,905
906,5320
7288,906
907,4542
1379,907
908,5928
984,908
909,5926
3033,909
4662,910
911,5946
4039,911
912,7336
2583,912
913,3162
5549,913
1320,914
915,6153
2111,915
916,5125
3474,916
917,1320
2277,917
918,5176
6264,918
919,4937
920,2263
6459,920
921,1147
999,921
7293,922
923,4236
3981,923
924,3523
3340,924
925,5925
926,5558
3263,926
927,5512
3351,927
928,5656
3622,928
929,2915
6640,929
930,6742
2580,930
931,4291
5910,931
932,1725
2046,932
933,4784
2577,933
934,4404
6136,934
935,3707
936,4046
3962,936
1491,937
938,5539
3303,938
939,1733
1352,939
5542,940
941,1825
4935,941
942,2716
1496,942
943,6630
5448,943
944,7038
5131,944
945,4580
3235,945
946,3201
6259,946
947,2722
6800,947
948,6119
3653,948
949,3166
2050,949
950,4212
6530,950
951,2528
6563,951
952,1615
1972,952
953,3597
5825,953
954,3237
3133,954
955,3177
1210,955
956,1881
2822,956
957,7091
3633,957
958,3270
4908,958
3671,959
960,6941
961,1381
2453,961
962,6182
6917,962
963,5175
5705,963
5813,964
965,1558
7282,965
966,2334
6639,966
967,4159
4302,967
968,6383
6487,968
969,4749
7050,969
970,7307
971,3970
1364,971
6966,972
973,5434
3550,973
974,5445
4511,974
975,3999
1305,975
976,4371
3721,976
1830,977
978,4451
2823,978
979,4994
980,979
5741,980
981,1734
5073,981
982,6364
6334,982
983,5762
1503,983
6525,984
985,3316
986,2349
2737,986
5424,987
988,6066
6041,988
989,7476
990,4169
3829,990
4458,991
992,3590
4300,992
993,3315
2268,993
994,6666
3384,994
995,3119
2205,995
5043,996
997,4870
1220,997
998,1122
2798,998
1367,999
1000,1165
2398,1000
1001,3049
1002,5167
5058,1002
1003,5361
7425,1003
1004,1582
4402,1004
1005,4743
2360,1005
1006,2171
5044,1006
1007,5681
3835,1007
1008,4182
6021,1008
1009,5576
1010,1398
5926,1010
1011,5653
2468,1011
1012,6849
5361,1012
1013,5465
5957,1013
1014,2472
3725,1014
1015,4246
5669,1015
1016,7404
1715,1016
1018,2016
1763,1018
2338,1019
1020,3963
3822,1020
1021,6287
5689,1021
1022,6861
6470,1022
6957,1023
1024,5588
1105,1024
1025,6687
2249,1025
1026,3299
4003,1026
1027,2004
7127,1027
1028,7279
1347,1028
1029,4696
5462,1029
1030,1598
1297,1030
1031,6766
2417,1031
1032,5684
7124,1032
1033,7138
3792,1033
1034,2422
4809,1034
1035,6865
5036,1035
1036,4996
6081,1036
1037,4511
5611,1037
1038,4478
1039,2803
6982,1039
1040,7398
1919,1040
1041,6338
4275,1041
1042,2931
3313,1042
1043,1497
6486,1043
1044,4393
6465,1044
1045,2483
3337,1045
1046,6286
1191,1046
1047,1390
1050,1047
1048,6554
1049,7173
7241,1049
2740,1050
1051,4904
3688,1051
2540,1052
1053,5918
1950,1053
1054,2114
6500,1054
1055,4238
2323,1055
3284,1056
1057,7125
1058,1227
4915,1058
1059,4223
3587,1059
1060,2636
1061,3390
5287,1061
1062,3484
3573,1062
1063,4018
7112,1063
1064,4731
1228,1064
1065,6981
6141,1065
1066,5633
4898,1066
4894,1067
1068,4477
4952,1068
1069,5909
3951,1069
1070,6308
7117,1070
1071,2083
3793,1072
1073,2386
1158,1073
1074,3454
1328,1074
1075,3990
2808,1075
1076,1250
4094,1076
1077,4770
1078,4086
5888,1078
7172,1079
1080,1441
3640,1080
1081,3981
3029,1081
1082,3214
4610,1082
1083,6835
1652,1083
1084,6399
1085,4372
4897,1085
1086,4094
5170,1086
1087,1794
7226,1087
1088,3658
1089,1487
2675,1089
1090,2549
2546,1090
1642,1091
1092,1377
4777,1092
1093,6942
7212,1093
1094,5437
4934,1094
1674,1095
5413,1096
1097,7469
1188,1097
1098,2969
3094,1098
1099,2498
3687,1099
2128,1100
1101,4034
4044,1101
1102,3817
2891,1102
1103,3515
2082,1103
1104,4307
7020,1104
2831,1105
1106,6802
3778,1106
1107,2020
2410,1107
1108,4825
6797,1108
1109,2363
3372,1109
1110,3942
1112,3382
1411,1112
1113,2797
1114,5517
7454,1114
1115,5141
3912,1115
4421,1116
1117,5840
6215,1117
1118,2575
1130,1118
1119,4717
4188,1119
1120,7132
1121,4160
7433,1121
1122,4288
1123,5068
3737,1123
1124,6731
4839,1124
1125,6543
6877,1125
1126,6984
1127,3930
7002,1127
1128,3729
1849,1128
1129,1338
4978,1129
5222,1130
1131,4017
1966,1131
1132,4200
7236,1132
1133,2626
5079,1133
1134,2537
5943,1134
1135,3652
3945,1135
1136,6379
7371,1136
1137,2593
1138,1858
1386,1139
1140,3986
1141,6677
4486,1141
1142,7059
6567,1142
1143,3565
3105,1143
1144,6503
3625,1144
1145,1163
3535,1145
1146,5774
1452,1146
1147,7479
1148,2015
4423,1148
4776,1149
1150,3295
3547,1150
1151,5048
5494,1151
1152,4857
1868,1152
1153,3094
1639,1153
1154,3706
4000,1154
1155,1240
7234,1155
2684,1156
1157,1912
7051,1157
6290,1158
1159,1323
5037,1159
5000,1160
1161,2666
2578,1161
1162,2479
2047,1162
1163,5940
1164,5391
6632,1164
1165,5379
1166,3242
7045,1166
1167,3262
4261,1167
1168,2136
2503,1168
1169,3899
1170,2590
5356,1170
1171,6333
1394,1171
1172,5319
1718,1172
1173,5851
4475,1173
1174,2226
6850,1174
1175,5561
2704,1175
1176,4045
1177,4724
1184,1177
1178,2577
1682,1178
4786,1179
1180,3872
2563,1180
1181,7144
5052,1181
1182,6201
2365,1182
3128,1183
1443,1184
1185,1284
6908,1185
1186,2890
6813,1186
1187,7182
1607,1187
2685,1188
1189,7104
1190,1901
1862,1190
6237,1191
1192,3543
3758,1192
1193,5862
2029,1193
1194,5210
1803,1194
1195,3677
5812,1195
1196,4654
7416,1196
1197,4684
6832,1197
1198,6063
1319,1198
4718,1199
1200,1554
2543,1200
1304,1201
1202,5902
5045,1202
1203,5959
5988,1203
1204,5641
7019,1204
1205,3791
2523,1205
1206,1696
2001,1206
1207,3720
5513,1207
1208,5018
1365,1208
1209,4530
2535,1209
4789,1210
3939,1211
1212,6104
1213,4722
1471,1213
1251,1214
1215,6101
5569,1215
1216,1563
3972,1216
1217,3580
4796,1217
1218,6826
2994,1218
1219,3634
4386,1219
5904,1220
1221,1447
3454,1222
1223,5449
2433,1223
1224,6970
4771,1224
6202,1225
1226,6079
5908,1226
1227,5422
2286,1228
1229,1448
7123,1229
1230,7262
5440,1230
1231,1675
1888,1231
1232,4409
6030,1232
1233,4854
2490,1233
1234,1987
7456,1234
1235,4836
1416,1235
3514,1236
1237,4701
5478,1237
5795,1238
5393,1239
1240,1315
1241,3550
7412,1242
1243,4898
1766,1243
1244,3373
1543,1244
1245,1402
2858,1245
1246,7259
3700,1246
1248,1354
4706,1248
1249,6312
3892,1249
1250,6121
5309,1251
1252,4940
1524,1252
1253,3285
7233,1253
1254,1551
1255,2859
4173,1255
1256,6427
3096,1256
1257,2835
5483,1257
1258,2499
1532,1258
1259,4851
5602,1259
1260,6513
5680,1260
1261,1896
2862,1261
1262,4590
4113,1262
1263,6306
2013,1263
1264,7035
6562,1264
1265,6471
6260,1265
1266,7462
1267,6130
3121,1267
1268,6751
6757,1268
1269,7157
1270,7285
5550,1270
1271,2403
1991,1272
1273,1953
7304,1273
1274,4406
5091,1274
1275,3946
7240,1275
1276,2072
4107,1276
1277,1665
1912,1277
3893,1278
1279,1938
3326,1279
1280,2968
1281,3879
2682,1281
1282,2192
2126,1283
1284,7045
1552,1285
1286,4982
1287,4554
2245,1288
1758,1289
1290,2292
1760,1290
1291,3859
6792,1291
2497,1292
1293,4992
3723,1293
1294,1445
2826,1294
7373,1295
1296,7121
6718,1296
5893,1297
1298,5348
6296,1298
1299,4595
5386,1299
1300,2568
7312,1300
1301,7044
7058,1301
1302,1617
5410,1302
1303,7270
5515,1303
2915,1304
1594,1305
1306,1431
1450,1306
1307,2379
2597,1307
1308,2945
7434,1308
1309,4293
2707,1309
1310,7087
3319,1310
1311,6747
3772,1311
1312,3982
7347,1312
1313,3881
7405,1313
1314,3955
3028,1314
1315,1726
1316,1518
4192,1316
1317,3098
6340,1317
1318,6030
6948,1318
5524,1319
6864,1321
1322,6789
1323,3198
1324,4065
3109,1324
1325,1527
2885,1325
4409,1326
1327,5970
7001,1327
2354,1328
1329,1793
3081,1329
1330,5566
4665,1330
6794,1331
1583,1332
1333,5004
5772,1333
1334,3576
3991,1334
6349,1335
1336,7196
6566,1336
6326,1337
1338,5499
1339,2917
3110,1339
1340,4286
6044,1340
1341,6574
1342,7080
1343,4873
4180,1343
1344,5201
5779,1344
1345,6690
3300,1345
1346,6795
2943,1347
1348,5605
2616,1348
1349,2750
1893,1349
1350,7409
4166,1350
1351,6034
1385,1351
5768,1352
1353,3168
2828,1353
1354,7062
2093,1355
1356,5540
3276,1356
1357,6921
3871,1357
1358,5713
1359,3572
6205,1359
1360,3351
7459,1360
1361,4281
3336,1361
7174,1362
1363,4605
2201,1363
2851,1364
4681,1365
1366,5139
7056,1367
1368,1805
6191,1368
1369,7226
1370,5368
6145,1370
1371,5865
6834,1371
1372,5084
6669,1372
1373,4348
1374,6937
3345,1375
1376,5328
6189,1376
1377,3438
1378,5703
6633,1378
5987,1379
1380,6337
3904,1380
1381,1803
1382,5468
1383,5983
6389,1383
1384,2153
2568,1384
3968,1385
6517,1386
1387,3831
2264,1387
1388,2856
1845,1388
1389,6594
3509,1389
1390,3492
1391,5065
2736,1391
1392,2056
7214,1392
1393,4956
3467,1393
7325,1394
1395,6564
7277,1395
1396,3073
4967,1396
1397,4422
7027,1397
1398,2818
1399,5965
2157,1399
1400,4577
1401,2375
2491,1401
1402,2494
1403,3446
7250,1403
5160,1404
1405,6711
4724,1405
1406,4760
3762,1406
1407,7275
5785,1407
2304,1408
1409,6257
7349,1409
5625,1410
1412,6539
5181,1412
1413,2772
1434,1413
1414,7139
3364,1414
1415,3686
6409,1415
5679,1416
1417,3129
1899,1417
1418,6570
6420,1418
1419,1571
3630,1419
1420,6388
4264,1420
1421,6267
3983,1421
1422,5711
1423,5174
4321,1423
1425,2769
1426,2456
4509,1426
1427,4484
1428,7251
2844,1428
1429,2140
2052,1429
1430,5687
7008,1430
1431,3215
1432,4303
7348,1432
1433,2896
2663,1433
1974,1434
1435,7456
2756,1435
1436,2360
1976,1437
2421,1438
1439,4027
2467,1439
1440,6936
1542,1440
1441,5597
1442,4849
3224,1442
3869,1443
3158,1444
1445,3676
1446,4832
2515,1446
1447,2864
1448,4865
1449,5264
1860,1449
4022,1450
1451,6790
3978,1451
6110,1452
1453,4296
6721,1453
1454,3560
1455,2913
5648,1455
1456,5580
5409,1456
1457,2872
7105,1457
1458,3139
6703,1458
1459,3645
2731,1459
1461,2881
1462,2765
5427,1462
1463,5107
4659,1463
1464,7260
2373,1464
1465,4704
7423,1465
1466,7349
2196,1466
1467,6793
6605,1467
1468,7359
7003,1468
1470,5126
6904,1471
1472,5795
7128,1472
1473,7228
5242,1473
1474,5331
2176,1474
1475,1748
5633,1475
2262,1476
5603,1477
1478,4899
4601,1478
1479,7147
2924,1479
1480,7153
6524,1480
7417,1481
4133,1482
1483,5732
4487,1483
1484,3609
5644,1484
